X,Y,OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACILITY,RACK_CAPACITY,DELINEATOR_POSTS,FINISH_TYPE,SURFACE_TYPE,INSTALL_DATE,MOUNT_TYPE,COLOR,MANUFACTURER,MODEL_TYPE,CONDITION,CONDITION_ASSESSMENT_DATE,SIDE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,SHAPE_LNG,SHAPE_LAT
1271770.19608308,221431.964118809,532,517014,16,7361,103,28,BKR-176,BKR,5TH AVE S 0070 BLOCK E SIDE (  90) 90 FT S/O S WELLER ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,2006/06/15 00:00:00+00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,,E,SDOT,INSVC,DISTRICT2, ,N,,-122.327563526121,47.5972342781674
1274812.7761182,250099.863028154,533,517512,16,12615,53,27,BKR-2458,BKR,ROOSEVELT WAY NE 0650 BLOCK W SIDE (  32) 32 FT N/O NE 65TH ST                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/30 00:00:00+00,W,SDOT,INSVC,DISTRICT4, ,N,,-122.317474814148,47.6759736531286
1264820.57981998,234406.321316093,534,519254,16,12309,31,-28,BKR-1956,BKR,QUEEN ANNE AVE N 0150 BLOCK E SIDE (  31) 31 FT N/O W GALER ST                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,2007/08/13 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/27 00:00:00+00,E,SDOT,INSVC,DISTRICT7, ,N,,-122.35676594577,47.6324229841458
1259054.08816607,246224.740080193,535,650884,16,9042,43,31,BKR-3779,BKR,BALLARD AVE NW 0510 BLOCK SW SIDE (  30) 30 FT NW/O NW DOCK PL                                                                                                                                                                                                 ,ONST,6,Y,GALV,AC/PCC,2016/06/23 00:00:00+00, , , , ,GOOD,2016/06/23 00:00:00+00,SW, ,INSVC,DISTRICT6, ,N,,-122.381112784715,47.6645011429878
1285871.02496153,242548.357548431,536,698986,16,7480,0,,BKR-4039,BKR,51ST AVE NE 0366 BLOCK C SIDE (   0) 0 FT NW/O DEAD END 1                                                                                                                                                                                                      ,CLSTR,0,N,STSTL,PCC,, , , , , ,,C, ,INSVC,DISTRICT4, ,N,,-122.27202229299,47.6558507157614
1270760.11454606,222220.103127614,537,664630,16,2870,256,-35,BKR-3831,BKR,2ND AVE S 0030 BLOCK W SIDE ( 234) 28 FT N/O S JACKSON ST                                                                                                                                                                                                      ,CLSTR,4,N,OTHER,PCC,2017/01/19 00:00:00+00, , , , ,GOOD,2017/01/19 00:00:00+00,W, ,INSVC,DISTRICT7, ,N,,-122.331718835719,47.5993407070007
1270031.58104131,224300.880601734,538,620015,16,2752,220,-32,BKR-3463,BKR,2ND AVE 0090 BLOCK NE SIDE ( 200) 60 FT SE/O MADISON ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,2014/10/16 00:00:00+00,SUFMT, , ,BKR-INVRU,GOOD,2016/09/01 00:00:00+00,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.334835705115,47.6050051285693
1268739.30564798,227237.316572741,539,517618,16,13312,257,32,BKR-980,BKR,VIRGINIA ST 0030 BLOCK NW SIDE ( 231) 65 FT SW/O 4TH AVE                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/15 00:00:00+00,NW,SDOT,INSVC,DISTRICT7, ,N,,-122.340306193368,47.6129845554589
1275113.33727051,215242.57595247,540,592031,16,2143,53,-31,BKR-3240,BKR,15TH AVE S 0260 BLOCK W SIDE (  40) 40 FT S/O BEACON AVE S                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,2012/11/30 00:00:00+00,SUFMT, ,SDOT,BKR-RLRCK,GOOD,2012/11/02 00:00:00+00,W,SDOT,INSVC,DISTRICT2, ,N,,-122.313533695101,47.5804464058693
1277790.02796125,222028.477015406,541,694792,16,3303,32,17,BKR-3986,BKR,22ND AVE S 0040 BLOCK E SIDE (  19) 19 FT S/O S JACKSON ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE, ,BKR-INVRU,GOOD,2017/12/26 00:00:00+00,E, ,INSVC,DISTRICT3, ,N,,-122.303215574227,47.5991871158175
1261225.46109629,247734.950449735,542,517670,16,19225,411,-35,BKR-2220,BKR,NW MARKET ST 0110 BLOCK N SIDE ( 388) 263 FT E/O 14TH AVE NW                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/07/30 00:00:00+00,N,SDOT,INSVC,DISTRICT6, ,N,,-122.372425079044,47.6687599099606
1266560.21674976,255619.545465812,543,640219,16,10285,28,17,BKR-3677,BKR,EVANSTON AVE N 0850 BLOCK W SIDE (  15) 15 FT N/O N 85TH ST                                                                                                                                                                                                    ,ONST,6,Y,GALV,AC,2015/12/09 00:00:00+00, , , , ,GOOD,2015/12/09 00:00:00+00,W,SDOT,INSVC,DISTRICT6, ,N,,-122.351408812521,47.6906616125208
1282454.20716603,206067.598151073,544,760020,16,337807,28,27,BKR-4347,BKR,RAINIER AVE S 0522 BLOCK NE SIDE (   5) 5 FT SE/O 39TH S AVE S                                                                                                                                                                                                 ,SGL,0,N,GALV,PCC,,SUFMT, ,BKR-SPRTWK,BKR-TOFINO, ,,NE, ,PLANNED,DISTRICT2, ,N,,-122.283095499252,47.5556809240392
1265068.26058823,240530.688490361,545,519314,16,11967,252,31,BKR-2853,BKR,NICKERSON ST 0005 BLOCK NE SIDE ( 229) 229 FT SE/O CREMONA ST                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/27 00:00:00+00,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.356253121056,47.6492230098476
1275838.88658325,243659.871469557,546,517397,16,16792,98,24,BKR-148,BKR,NE 42ND ST 0140 BLOCK N SIDE (  77) 77 FT E/O UNIVERSITY WAY NE                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,2006/04/07 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2011/12/23 00:00:00+00,N,SDOT,INSVC,DISTRICT4, ,N,,-122.31280789896,47.6583759487136
1272995.28197235,251336.481013417,547,519384,16,18081,273,24,BKR-1593,BKR,NE RAVENNA WB BV 0030 BLOCK NE SIDE ( 187) 74 FT NW/O WOODLAWN AVE NE                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/29 00:00:00+00,NE,SDOT,INSVC,DISTRICT6, ,N,,-122.324948239164,47.6792668595754
1266901.4835021,228523.465054065,548,516942,16,4392,247,29,BKR-1114,BKR,3RD AVE 0250 BLOCK SW SIDE ( 226) 39 FT SE/O VINE ST                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/20 00:00:00+00,SW,SDOT,INSVC,DISTRICT7, ,N,,-122.3478583724,47.6164109357184
1275798.53515922,244489.844782412,549,519316,16,13221,312,-27,BKR-1809,BKR,UNIVERSITY WAY NE 0430 BLOCK E SIDE ( 293) 185 FT S/O NE 45TH ST                                                                                                                                                                                               ,SGL,2,N,PAINT,PCC,,SUFMT,GRN,OTHER,BKR-RLTYP,GOOD,2009/07/24 00:00:00+00,E,SDOT,INSVC,DISTRICT4, ,N,,-122.313036359151,47.6606487614379
1273346.6375567,230821.821856409,550,517500,16,10848,388,-24,BKR-816,BKR,HARVARD AVE E 0040 BLOCK E SIDE ( 378) 11 FT S/O E REPUBLICAN ST                                                                                                                                                                                               ,SGL,2,N,GALV,PCC,1989/03/18 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/21 00:00:00+00,E,SDOT,INSVC,DISTRICT3, ,N,,-122.321911453462,47.6230553923202
1270027.9641453,228019.729437545,551,519367,16,12905,92,31,BKR-1320,BKR,STEWART ST 0080 BLOCK NW SIDE (  72) 72 FT NE/O 8TH AVE                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,,NW,SDOT,INSVC,DISTRICT7, ,N,,-122.335144531757,47.6151981798553
1272646.24581198,200618.26220949,552,592130,16,9614,371,17,BKR-3250,BKR,CARLETON AVE S 0690 BLOCK E SIDE ( 358) 139 FT N/O EAST MARGINAL WAY S                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,2012/11/30 00:00:00+00,SUFMT, ,SDOT,BKR-INVRU,GOOD,2012/11/06 00:00:00+00,E,SDOT,PLANNED,DISTRICT2, ,N,,-122.322381363776,47.54023096203
1261069.45015213,196462.348221228,553,728475,16,22893,88,24,BKR-4123,BKR,SW THISTLE ST 0280 BLOCK S SIDE (  75) 75 FT W/O 28TH AVE SW                                                                                                                                                                                                   ,CLSTR,12,N,GALV,PCC,2018/12/28 00:00:00+00,SUFMT, , ,BKR-INVRU,GOOD,2018/12/28 00:00:00+00,S,SDOT,INSVC,DISTRICT1, ,N,,-122.368906132579,47.5282161053177
1272804.62712415,250089.095156148,554,519138,16,17250,22,-25,BKR-2563,BKR,NE 65TH ST 0030 BLOCK S SIDE (   9) 9 FT E/O LATONA W AVE NE                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/18 00:00:00+00,S,SDOT,INSVC,DISTRICT6, ,N,,-122.325623858536,47.675837681639
1267714.19371094,227366.605340883,555,718935,16,9291,307.2,25,BKR-4071,BKR,BLANCHARD ST 0010 BLOCK NW SIDE (282.) 13.8 FT SW/O 2ND AVE                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,2018/09/30 00:00:00+00,SUFMT, , ,BKR-INVRU,GOOD,2018/09/30 00:00:00+00,NW,SDOT,INSVC,DISTRICT7, ,N,,-122.344471754237,47.6132838263406
1272721.16933206,224165.731417596,556,519390,16,8510,570,-24,BKR-1866,BKR,9TH AVE 0030 BLOCK NE SIDE ( 554) 37 FT SE/O JEFFERSON ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,2009/08/13 00:00:00+00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,,NE,SDOT,INSVC,DISTRICT3, ,N,,-122.323924521817,47.6047780207923
1281682.01369324,207575.311688617,557,762121,16,12384,393,-28,BKR-4353,BKR,RAINIER AVE S 0470 BLOCK SW SIDE ( 370) 370 FT SE/O S ALASKA ST                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT, , ,BKR-TOFINO, ,,SW, ,PLANNED,DISTRICT2, ,N,,-122.286337449342,47.5597736500289
1255830.88189077,247834.060977831,558,517550,16,19238,361,-31,BKR-638,BKR,NW MARKET ST 0280 BLOCK N SIDE ( 348) 33 FT E/O NW 54TH ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,2006/03/16 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/08/03 00:00:00+00,N,SDOT,INSVC,DISTRICT6, ,N,,-122.394323226119,47.6687337055892
1275629.62341504,230017.208095595,559,516654,16,2004,172,-22,BKR-1229,BKR,15TH AVE E 0030 BLOCK E SIDE ( 159) 45 FT S/O E THOMAS N ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/22 00:00:00+00,E,SDOT,INSVC,DISTRICT3, ,N,,-122.31259284189,47.6209706403489
1265623.89226879,255189.813881367,560,517593,16,10750,117,-31,BKR-2408,BKR,GREENWOOD AVE N 0830 BLOCK E SIDE ( 104) 104 FT N/O N 83RD ST                                                                                                                                                                                                  ,SGL,2,N,GALV,ST,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/03 00:00:00+00,E,SDOT,INSVC,DISTRICT6, ,N,,-122.355175344031,47.6894330452871
1265173.41726033,231568.071585178,561,759731,16,11762,73,31,BKR-4330,BKR,MERCER ST 0010 BLOCK N SIDE (  50) 50 FT E/O 1ST AVE N                                                                                                                                                                                                         ,ONSDW,6,N,GALV,PCC,, , , , , ,,N, , ,DISTRICT7, ,N,,-122.35510758169,47.6246626152439
1275856.42847127,246289.696496248,562,517487,16,13224,250,-30,BKR-250,BKR,UNIVERSITY WAY NE 0500 BLOCK E SIDE ( 220) 220 FT N/O NE 50TH ST                                                                                                                                                                                               ,SGL,2,N,GALV,PCC,2005/05/18 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/24 00:00:00+00,E,SDOT,INSVC,DISTRICT4, ,N,,-122.312941890052,47.6655851679463
1270459.93169774,222396.101719782,563,664633,16,629794,28,-17,BKR-3834,BKR,OCCIDENTAL AVE S 0030 BLOCK W SIDE (  15) 15 FT S/O DEAD END 2                                                                                                                                                                                                 ,SGL,2,N,OTHER,BR,2017/01/23 00:00:00+00, , , , ,GOOD,2017/01/23 00:00:00+00,W, ,INSVC,DISTRICT7, ,N,,-122.332949204897,47.5998070850998
1272444.17419578,229423.278046981,564,517775,16,14296,277,-17,BKR-1495,BKR,E LORETTA PL 0040 BLOCK S SIDE ( 264) 29 FT W/O SUMMIT AVE E                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,POOR,2011/08/15 00:00:00+00,S,SDOT,INSVC,DISTRICT3, ,N,,-122.325460342398,47.6191741082329
1265749.54097292,249812.356979862,565,519223,16,12158,48,-31,BKR-2550,BKR,PHINNEY AVE N 0630 BLOCK E SIDE (  35) 35 FT N/O N 63RD ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/18 00:00:00+00,E,SDOT,INSVC,DISTRICT6, ,N,,-122.354233808886,47.674700527306
1273285.97406864,229228.43561478,566,517986,16,13951,38,-18,BKR-278,BKR,E DENNY WAY 0080 BLOCK S SIDE (  28) 28 FT E/O HARVARD AVE                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,2006/06/15 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/07/21 00:00:00+00,S,SDOT,INSVC,DISTRICT3, ,N,,-122.322032417722,47.6186847418972
1283974.45305559,235023.845540717,567,517872,16,14379,180,28,BKR-755,BKR,E MADISON ST 0419 BLOCK NW SIDE ( 150) 150 FT NE/O 41ST E AVE E                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,2009/03/18 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/08/19 00:00:00+00,NW,SDOT,INSVC,DISTRICT3, ,N,,-122.279142898041,47.6351285490659
1264722.52049187,230301.821151882,568,519326,16,12296,82.5,24,BKR-413,BKR,QUEEN ANNE AVE N 0030 BLOCK W SIDE (  66) 66 FT N/O THOMAS ST                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,2007/12/04 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/22 00:00:00+00,W,SDOT,INSVC,DISTRICT7, ,N,,-122.356834038797,47.6211674272575
1273004.01714036,251747.389429837,569,517974,16,17446,219,-24,BKR-1579,BKR,NE 72ND ST 0030 BLOCK S SIDE ( 195) 53 FT W/O WOODLAWN AVE NE                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/29 00:00:00+00,S,SDOT,INSVC,DISTRICT6, ,N,,-122.324945115048,47.6803936107604
1257495.61878847,220948.298902303,570,817696,16,8782,13,-17,BKR-4391,BKR,ALKI AVE SW 0110 BLOCK N SIDE (   0) 0 FT W/O HARBOR AVE SW                                                                                                                                                                                                    ,ONST,0,N,THRPL,AC,, , , , , ,,N, , ,DISTRICT1, ,N,,-122.385367566545,47.5951340888894
1270978.04293028,244808.474350736,571,519232,16,9019,356,17,BKR-1617,BKR,BAGLEY AVE N 0440 BLOCK W SIDE ( 343) 28 FT S/O N 45TH ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,2009/08/01 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/29 00:00:00+00,W,SDOT,INSVC,DISTRICT4, ,N,,-122.332619280612,47.661266350049
1271845.47633916,227568.373085082,572,519148,16,11744,39,-30,BKR-1873,BKR,MELROSE AVE 0150 BLOCK E SIDE (   9) 9 FT N/O PIKE ST                                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,2007/12/04 00:00:00+00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,2009/07/20 00:00:00+00,E,SDOT,INSVC,DISTRICT3, ,N,,-122.327741407054,47.614058017228
1272509.74776384,236707.375526443,573,517087,16,10176,327,-31,BKR-2146,BKR,EASTLAKE AVE E 0220 BLOCK E SIDE ( 304) 190 FT S/O E LYNN ST                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/27 00:00:00+00,E,SDOT,INSVC,DISTRICT4, ,N,,-122.325767252812,47.6391431081989
1270489.88171378,244833.67723076,574,519105,16,15549,116,-28,BKR-1667,BKR,N 45TH ST 0190 BLOCK S SIDE ( 103) 103 FT E/O BURKE AVE N                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,2009/08/13 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/07/28 00:00:00+00,S,SDOT,INSVC,DISTRICT4, ,N,,-122.334601869046,47.6613093418673
1272724.76370007,227089.93673259,575,517473,16,13211,229,24,BKR-1252,BKR,UNIVERSITY ST 0130 BLOCK NW SIDE ( 213) 80 FT SW/O BOYLSTON W AVE                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,,NW,SDOT,INSVC,DISTRICT3, ,N,,-122.324139568635,47.6127933865681
1278336.73170581,236673.915814415,576,516898,16,3552,249,27,BKR-1872,BKR,24TH AVE E 0220 BLOCK W SIDE ( 226) 34 FT S/O E LYNN ST                                                                                                                                                                                                        ,SGL,6,N,GALV,PCC,2007/12/05 00:00:00+00,SUFMT,NONE,BKR-CORA,BKR-W3606,GOOD,2009/08/18 00:00:00+00,W,SDOT,INSVC,DISTRICT3, ,N,,-122.302132979491,47.6393587222193
1271251.63256256,223513.966360927,577,516861,16,6121,146,-37,BKR-1256,BKR,4TH AVE 0050 BLOCK NE SIDE ( 125) 125 FT NW/O JEFFERSON ST                                                                                                                                                                                                     ,SGL,3,N,STSTL,PCC,,STBS,NONE,OTHER,BKR-RIBON,GOOD,2009/09/08 00:00:00+00,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.32982896671,47.6029133670086
1266464.70289366,229004.573982552,578,744066,16,4394,281,-33,BKR-4262,BKR,3RD AVE 0270 BLOCK NE SIDE ( 261) 10 FT SE/O CLAY ST                                                                                                                                                                                                           ,ONST,6,Y,GALV,PCC,, , , , , ,,NE, , ,DISTRICT7, ,N,,-122.349667400269,47.6177060566995
1270823.62776212,221970.248023346,579,584974,16,2871,198,34,BKR-3146,BKR,2ND AVE S 0040 BLOCK E SIDE ( 178) 99 FT N/O S KING ST                                                                                                                                                                                                         ,SGL,2,N,OTHER,PCC,2019/04/01 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2019/04/01 00:00:00+00,E,SDOT,INSVC,DISTRICT2, ,N,,-122.331441739785,47.5986592511664
1273534.7632529,204644.936517611,580,691607,16,8691,323,-27,BKR-3970,BKR,AIRPORT WAY S 0560 BLOCK SW SIDE ( 300) 14 FT NW/O S CARSTENS PL                                                                                                                                                                                               ,CLSTR,4,N,GALV,PCC,,SUFMT,NONE, ,BKR-INVRU,GOOD,2017/12/26 00:00:00+00,SW, ,INSVC,DISTRICT2, ,N,,-122.31909950615,47.5513150718292
1269729.048305,227695.54396522,581,758959,16,8161,34,27,BKR-4312,BKR,7TH AVE 0190 BLOCK SW SIDE (  10) 10 FT NW/O STEWART ST                                                                                                                                                                                                        ,CLSTR,6,N,GALV,PCC,, , , , , ,,SW, , ,DISTRICT7, ,N,,-122.336330565679,47.614293600816
1270119.3445614,225944.629595429,582,516917,16,7233,366,21,BKR-1015,BKR,5TH AVE 0130 BLOCK SW SIDE ( 346) 54 FT SE/O UNION ST                                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,,SW,SDOT,INSVC,DISTRICT7, ,N,,-122.334609988579,47.6095152859021
1279973.15673149,266343.21421279,583,606478,16,4126,548,17,BKR-3317,BKR,28TH AVE NE 1250 BLOCK W SIDE ( 535) 108 FT S/O NE 127TH ST                                                                                                                                                                                                    ,SGL,2,N,GALV,GRAVEL,2013/11/21 00:00:00+00,SUFMT, , ,BKR-RLRCK,GOOD,2016/09/01 00:00:00+00,W,SDOT,INSVC,DISTRICT5, ,N,,-122.297786360303,47.7207673293335
1266399.38954958,228191.998429731,584,518995,16,1018,89,-32,BKR-101,BKR,1ST AVE 0260 BLOCK NE SIDE (  70) 70 FT NW/O VINE ST                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,2004/07/13 00:00:00+00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/07/20 00:00:00+00,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.349867248021,47.615475293945
1270211.25688149,225132.231130585,585,516874,16,6127,232,34,BKR-2063,BKR,4TH AVE 0110 BLOCK SW SIDE ( 212) 48 FT SE/O SENECA ST                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/09/18 00:00:00+00,SW,SDOT,INSVC,DISTRICT7, ,N,,-122.334173221627,47.6072934420371
1272901.39518824,251187.882613271,586,518671,16,18080,263,-17,BKR-2485,BKR,NE RAVENNA SR BV 0030 BLOCK S SIDE ( 250) 74 FT W/O WOODLAWN AVE NE                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/30 00:00:00+00,S,SDOT,INSVC,DISTRICT6, ,N,,-122.325317600207,47.678854566878
1256149.76336309,247767.565297768,587,517547,16,19238,41,31,BKR-1911,BKR,NW MARKET ST 0280 BLOCK S SIDE (  28) 28 FT W/O 28TH AVE NW                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,2009/07/14 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/08/03 00:00:00+00,S,SDOT,INSVC,DISTRICT6, ,N,,-122.393023807778,47.6685691700359
1270808.9498101,223609.886873037,588,518429,16,4375,148,-27,BKR-1510,BKR,3RD AVE 0060 BLOCK NE SIDE ( 128) 139 FT SE/O CHERRY ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/09/08 00:00:00+00,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.331630599634,47.6031526698279
1272758.1256841,251871.66123797,589,518170,16,18005,38,-22,BKR-1571,BKR,NE MAPLE LEAF PL 0030 BLOCK SE SIDE (  12) 12 FT NE/O EAST GREEN LAKE DR N                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,OTHER,BKR-NCONF,GOOD,2009/07/29 00:00:00+00,SE,SDOT,INSVC,DISTRICT6, ,N,,-122.32595291232,47.680721166348
1275275.20754267,215135.174736351,590,582878,16,9117,205,30,BKR-3115,BKR,BEACON AVE S 0251 BLOCK NE SIDE ( 192) 192 FT SE/O 15TH AVE S                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,2012/04/10 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,,NE,SDOT,INSVC,DISTRICT2, ,N,,-122.312869596577,47.5801605538798
1275830.73733525,245522.235951468,591,518220,16,13223,142,-27,BKR-1812,BKR,UNIVERSITY WAY NE 0470 BLOCK E SIDE ( 126) 126 FT N/O NE 47TH ST                                                                                                                                                                                               ,SGL,2,N,PAINT,PCC,,SUFMT,GRN,OTHER,BKR-RLTYP,GOOD,2009/07/24 00:00:00+00,E,SDOT,INSVC,DISTRICT4, ,N,,-122.312986253046,47.6634802209949
1273481.76728484,231772.024161384,592,519017,16,9457,200.5,29,BKR-445,BKR,BROADWAY E 0070 BLOCK W SIDE ( 189) 189 FT N/O E ROY W ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,2008/03/17 00:00:00+00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/07/21 00:00:00+00,W,SDOT,INSVC,DISTRICT3, ,N,,-122.321438101557,47.6256670382605
1252805.62684767,216217.27931346,593,518500,16,287005,7040.60274608,17,BKR-2123,BKR,ALKI TRL 0400 BLOCK SE SIDE (7027) 2249 FT NE/O 62ND AVE SW                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,OTHER,BKR-RLTYP,GOOD,2009/08/17 00:00:00+00,SE,SDOT,INSVC,DISTRICT1, ,N,,-122.40398022427,47.5819058677618
1268582.64868782,243381.087405279,594,517791,16,12963,139,-31,BKR-1597,BKR,STONE WAY N 0410 BLOCK E SIDE ( 126) 126 FT N/O N 41ST N ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/29 00:00:00+00,E,SDOT,INSVC,DISTRICT4, ,N,,-122.342224417584,47.6572255962603
1269135.91288039,225903.797467381,595,580147,16,12198,78,-20,BKR-3060,BKR,PIKE ST 0020 BLOCK SE SIDE (  55) 55 FT NE/O 2ND AVE                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,2012/02/22 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU, ,,SE,SDOT,PLANNED,DISTRICT7, ,N,,-122.338592810008,47.6093507048597
1267532.03927875,254227.827832386,596,517465,16,15893,629,-15,BKR-2654,BKR,N 80TH ST 0070 BLOCK S SIDE ( 616) 21 FT W/O LINDEN AVE N                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/17 00:00:00+00,S,SDOT,INSVC,DISTRICT6, ,N,,-122.347352499982,47.6868994654791
1274358.91186175,227502.551901013,597,518050,16,14602,146,-32,BKR-2562,BKR,E PIKE ST 0110 BLOCK S SIDE ( 129) 129 FT E/O 11TH AVE                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,2009/08/13 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/08/20 00:00:00+00,S,SDOT,INSVC,DISTRICT3, ,N,,-122.317547825124,47.6140109448321
1265114.39748427,231090.581792697,598,731185,16,12554,26,29,BKR-4157,BKR,REPUBLICAN ST 0010 BLOCK N SIDE (   5) 5 FT E/O 1ST AVE N                                                                                                                                                                                                      ,ONST,6,Y,GALV,AC,, , , , , ,,N, , ,DISTRICT7, ,N,,-122.355308578248,47.6233506387569
