X,Y,OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACILITY,RACK_CAPACITY,DELINEATOR_POSTS,FINISH_TYPE,SURFACE_TYPE,INSTALL_DATE,MOUNT_TYPE,COLOR,MANUFACTURER,MODEL_TYPE,CONDITION,CONDITION_ASSESSMENT_DATE,SIDE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,SHAPE_LNG,SHAPE_LAT
1270968.83665827,230022.5648956,1,517578,16,13145,53,-29,BKR-450,BKR,THOMAS ST 0125 BLOCK S SIDE (  38) 38 FT E/O PONTIUS AVE N                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,2009/03/13 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/22 00:00:00+00,S,SDOT,INSVC,DISTRICT7, ,N,,-122.331488624139,47.6207381610803
1282352.75238192,206114.60243912,2,595945,16,12389,23,-27,BKR-3265,BKR,RAINIER AVE S 0510 BLOCK SW SIDE (   0) 0 FT SE/O 39TH N AVE S                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,2013/03/13 00:00:00+00,SUFMT, , ,BKR-RLRCK, ,,SW,SDOT,INSVC,DISTRICT2, ,N,,-122.283509884809,47.5558045228482
1280915.79545246,248340.700338349,3,591908,16,5121,419,-17,BKR-3223,BKR,33RD AVE NE 0570 BLOCK E SIDE ( 406) 233 FT S/O NE 60TH W ST                                                                                                                                                                                                   ,SGL,4,N,GALV,PCC,2012/11/07 00:00:00+00,SUFMT, ,OTHER,BKR-NCONF,GOOD,2012/10/31 00:00:00+00,E,SDOT,INSVC,DISTRICT4, ,N,,-122.292570661829,47.6714717622671
1281471.17042902,255229.445305407,4,516973,16,5369,65,34,BKR-2626,BKR,35TH AVE NE 0850 BLOCK W SIDE (  52) 52 FT N/O NE 85TH ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/14 00:00:00+00,W,SDOT,INSVC,DISTRICT5, ,N,,-122.290846415888,47.6903826026166
1270659.80798595,244886.508014813,5,519102,16,15549,285,28,BKR-1663,BKR,N 45TH ST 0190 BLOCK N SIDE ( 272) 36 FT W/O MERIDIAN AVE N                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/28 00:00:00+00,N,SDOT,INSVC,DISTRICT4, ,N,,-122.333916614652,47.6614632343025
1265487.02826865,253233.795703366,6,741456,16,15855,592,17,BKR-4244,BKR,N 76TH ST 0010 BLOCK N SIDE ( 579) 55 FT W/O GREENWOOD AVE N                                                                                                                                                                                                   ,SGL,2,N,GALV,AC,,SUFMT, , ,BKR-INVRU, ,,N,SDOT,PLANNED,DISTRICT6, ,N,,-122.35557384994,47.6840642836819
1256967.15881993,209221.659658298,7,518333,16,22659,272,-21,BKR-2437,BKR,SW OREGON ST 0420 BLOCK N SIDE ( 259) 41 FT E/O CALIFORNIA AVE SW                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/07 00:00:00+00,N,SDOT,INSVC,DISTRICT1, ,N,,-122.386549746211,47.5629629272656
1272436.99953978,237745.241767511,8,517951,16,14298,74,-17,BKR-2151,BKR,E LOUISA ST 0010 BLOCK S SIDE (  61) 50 FT W/O EASTLAKE AVE E                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/07/27 00:00:00+00,S,SDOT,INSVC,DISTRICT4, ,N,,-122.326143944573,47.6419840023383
1269947.91755323,213899.656335086,9,694910,16,1209,451,-37,BKR-3993,BKR,1ST AVE S 0290 BLOCK W SIDE ( 428) 311 FT N/O S HANFORD ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE, ,BKR-INVRU,GOOD,2017/12/26 00:00:00+00,W, ,INSVC,DISTRICT2, ,N,,-122.33435245984,47.5764912211236
1270198.55089748,223020.098008424,10,516675,16,1185,80,30,BKR-1509,BKR,1ST AVE S 0010 BLOCK E SIDE (  59) 59 FT S/O YESLER WAY                                                                                                                                                                                                        ,SGL,2,N,OTHER,PCC,2019/03/25 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2019/03/25 00:00:00+00,E,SDOT,INSVC,DISTRICT7, ,N,,-122.334057759454,47.6015034720052
1287530.96032323,254543.316984713,11,519068,16,567746,530,,BKR-2740,BKR,SAND POINT WAY NE 0850 BLOCK C SIDE ( 530) 530 FT NW/O BURKE GILMAN SAND POINT TRL                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/08/24 00:00:00+00,C,SDOT,INSVC,DISTRICT4,DISTRICT5,N,,-122.266194255269,47.6888138831181
1266122.55921331,227483.863965005,12,519116,16,10205,123.5,34,BKR-383,BKR,ELLIOTT AVE 0250 BLOCK SW SIDE ( 103) 103 FT NW/O WALL ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,2006/10/20 00:00:00+00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/07/21 00:00:00+00,SW,SDOT,INSVC,DISTRICT7, ,N,,-122.35093281065,47.6135193680506
1268853.3291361,229720.252511293,13,517376,16,11077,258,31,BKR-1331,BKR,JOHN ST 0080 BLOCK N SIDE ( 237) 60 FT W/O 9TH AVE N                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/22 00:00:00+00,N,SDOT,INSVC,DISTRICT7, ,N,,-122.340041076472,47.6197963132096
1260911.81699997,211862.214989007,14,519128,16,21816,51,-29,BKR-1007,BKR,SW AVALON WAY 0293 BLOCK W SIDE (  38) 38 FT S/O SW ORLEANS ST                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,2009/04/16 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/08/07 00:00:00+00,W,SDOT,INSVC,DISTRICT1, ,N,,-122.370789281043,47.5704176698504
1273183.54027654,243294.498093188,15,517020,16,7282,514,17,BKR-126,BKR,5TH AVE NE 0400 BLOCK W SIDE ( 501) 150 FT S/O NE 42ND W ST                                                                                                                                                                                                    ,SGL,8,N,GALV,PCC,2009/03/23 00:00:00+00,SUFMT,NONE,BKR-CORA,BKR-W4508,GOOD,2009/07/29 00:00:00+00,W,SDOT,INSVC,DISTRICT4, ,N,,-122.32355203297,47.6572340211329
1274560.77067795,226686.673564181,16,516659,16,1535,82,-26,BKR-1165,BKR,12TH AVE 0110 BLOCK E SIDE (  69) 69 FT N/O E SPRING ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/22 00:00:00+00,E,SDOT,INSVC,DISTRICT3, ,N,,-122.316665818405,47.6117853077982
1276192.25714362,228709.032478258,17,553216,16,2367,355,17,BKR-2935,BKR,17TH AVE 0170 BLOCK W SIDE ( 342) 58 FT S/O E HOWELL ST                                                                                                                                                                                                        ,SGL,8,N,GALV,PCC,2010/03/30 00:00:00+00,SUFMT,NONE,BKR-CORA,BKR-W4508,GOOD,2010/03/30 00:00:00+00,W,SDOT,INSVC,DISTRICT3, ,N,,-122.310210056115,47.6174145759616
1268384.97105563,226011.468315497,18,517362,16,12211,73,29,BKR-1285,BKR,PINE ST 0007 BLOCK NW SIDE (  58) 16 FT SW/O POST AL                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,NW,SDOT,INSVC,DISTRICT7, ,N,,-122.341645080447,47.6096055207236
1268549.2538718,226310.463579804,19,517753,16,12897,99,-25,BKR-1291,BKR,STEWART ST 0010 BLOCK SE SIDE (  78) 78 FT NE/O 1ST AVE                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,SE,SDOT,INSVC,DISTRICT7, ,N,,-122.341002951725,47.6104338805595
1272111.14648344,222290.399127677,20,517000,16,7982,156,27,BKR-337,BKR,6TH AVE S 0030 BLOCK E SIDE ( 133) 129 FT N/O S JACKSON ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,2006/04/07 00:00:00+00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,,E,SDOT,INSVC,DISTRICT2, ,N,,-122.326249394508,47.5996053659521
1267271.68260649,228270.574813798,21,695108,16,4391,109,-33,BKR-4015,BKR,3RD AVE 0240 BLOCK NE SIDE (  90) 90 FT NW/O BATTERY ST                                                                                                                                                                                                        ,CLSTR,6,N,GALV,PCC,2018/03/08 00:00:00+00,SUFMT,NONE, ,BKR-INVRU,GOOD,2018/03/08 00:00:00+00,NE, ,INSVC,DISTRICT7, ,N,,-122.346337522761,47.615737736051
1277807.13330527,227258.648732767,22,516722,16,3232,216,-17,BKR-407,BKR,22ND AVE 0140 BLOCK E SIDE ( 203) 203 FT N/O E UNION ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC-PAD,2004/02/17 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/22 00:00:00+00,E,SDOT,INSVC,DISTRICT3, ,N,,-122.303551224578,47.6135238584112
1260944.646312,246907.859248891,23,729078,16,18417,674,-17,BKR-4125,BKR,NW 52ND ST 0110 BLOCK N SIDE ( 661) 10 FT E/O 14TH AVE NW                                                                                                                                                                                                      ,ONST,6,N,GALV,PCC,2019/04/15 00:00:00+00,SUFMT, , ,BKR-INVRU, ,,N,SDOT,INSVC,DISTRICT6, ,N,,-122.373497391128,47.6664775047884
1266042.45457323,231759.94025737,24,516850,16,4397,243,29,BKR-2866,BKR,3RD AVE N 0060 BLOCK W SIDE ( 216) 74 FT S/O ROY ST                                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/08/21 00:00:00+00,W,SDOT,PLANNED,DISTRICT7, ,N,,-122.351599522921,47.6252355728053
1273276.18251663,229724.494943291,25,517498,16,10846,53,-24,BKR-1504,BKR,HARVARD AVE E 0020 BLOCK E SIDE (  35) 35 FT N/O E OLIVE WAY                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/07/21 00:00:00+00,E,SDOT,INSVC,DISTRICT3, ,N,,-122.322111021081,47.620043909411
1271780.75870711,225117.698458582,26,758037,16,8275,32,-22,BKR-4292,BKR,8TH AVE 0090 BLOCK NE SIDE (  20) 20 FT NW/O MARION ST                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,2019/10/21 00:00:00+00,SUFMT, , ,BKR-INVRU,GOOD,2019/12/23 00:00:00+00,NE, ,INSVC,DISTRICT7, ,N,,-122.327810805121,47.6073373397072
1265659.23697284,255055.456761226,27,517624,16,15937,69,-17,BKR-1952,BKR,N 83RD ST 0030 BLOCK S SIDE (  56) 56 FT E/O GREENWOOD AVE N                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC-PAD,2007/08/13 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/08/03 00:00:00+00,S,SDOT,INSVC,DISTRICT6, ,N,,-122.355021078612,47.6890666955665
1269142.3540964,227781.428957298,28,671849,16,7889,100,36,BKR-3925,BKR,6TH AVE 0200 BLOCK SW SIDE (  78) 78 FT NW/O VIRGINIA ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,2017/04/15 00:00:00+00,SUFMT, , ,BKR-RLRCK,GOOD,2017/04/15 00:00:00+00,SW, ,INSVC,DISTRICT7, ,N,,-122.338715592154,47.6144975726374
1263454.86948258,247685.818097681,29,554506,16,19220,23,-35,BKR-2949,BKR,NW MARKET ST 0059 BLOCK N SIDE (   0) 0 FT W/O 6TH E AVE NW                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,2010/08/17 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2010/08/17 00:00:00+00,N,SDOT,INSVC,DISTRICT6, ,N,,-122.363374604205,47.6687471082028
1282336.35967791,223112.075736523,30,517275,16,11252,286,-17,BKR-2812,BKR,LAKESIDE AVE 0010 BLOCK E SIDE ( 286) 226 FT S/O LAKE WASHINGTON BLVD                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/19 00:00:00+00,E,SDOT,INSVC,DISTRICT3, ,N,,-122.284874564764,47.6023938153679
1276345.17003977,211995.861965135,31,741718,16,573395,108,-38,BKR-4250,BKR,BEACON AVE S 0360 BLOCK W SIDE (  95) 95 FT S/O S SPOKANE ST                                                                                                                                                                                                   ,ONSDW,6,N,GALV,PCC,, , , , , ,,W, , ,DISTRICT2, ,N,,-122.30829145196,47.5716120446307
1270102.54507338,222516.719639912,32,518106,16,20728,262,27,BKR-1418,BKR,S MAIN ST 0006 BLOCK N SIDE ( 287) 0 FT W/O 1ST AVE S                                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,2018/11/28 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-NCONF,GOOD,,N,SDOT,INSVC,DISTRICT7, ,N,,-122.334407036181,47.6001185947071
1272285.17784362,227541.102557063,33,518026,16,14595,57,-29,BKR-1145,BKR,E PIKE ST 0041 BLOCK S SIDE (  48) 48 FT E/O CRAWFORD PL                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/07/20 00:00:00+00,S,SDOT,INSVC,DISTRICT3, ,N,,-122.325956897165,47.6140066621784
1269194.40312046,227736.119965255,34,759755,16,13314,287.5,31,BKR-4338,BKR,VIRGINIA ST 0050 BLOCK NW SIDE ( 259) 10 FT SW/O 6TH AVE                                                                                                                                                                                                       ,ONST,6,Y,GALV,PCC,, , , , , ,,NW, , ,DISTRICT7, ,N,,-122.338501013429,47.6143761731574
1283735.88006334,204422.169989377,35,614292,16,20995,741,22,BKR-3360,BKR,S ORCAS ST 0420 BLOCK N SIDE ( 728) 15 FT W/O RAINIER AVE S                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,2014/03/18 00:00:00+00,SUFMT, , ,BKR-RLRCK,GOOD,2016/09/01 00:00:00+00,N,SDOT,INSVC,DISTRICT2, ,N,,-122.277780827476,47.5512368620573
1285691.81606534,192911.608057603,36,584849,16,12424,216,-29,BKR-3143,BKR,RAINIER AVE S 0923 BLOCK SW SIDE ( 193) 45 FT NW/O STURTEVANT AVE S                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,2012/05/09 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2012/11/07 00:00:00+00,SW,SDOT,INSVC,DISTRICT2, ,N,,-122.268992224504,47.5197866098331
1274234.55397362,203527.130756468,37,516736,16,1808,116,-24,BKR-2407,BKR,13TH AVE S 0610 BLOCK W SIDE (  86) 105 FT N/O S BAILEY ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/05 00:00:00+00,W,SDOT,INSVC,DISTRICT2, ,N,,-122.316179043058,47.5482881868573
1256832.95056379,206306.823367313,38,517181,16,9558,268,25,BKR-2731,BKR,CALIFORNIA AVE SW 0530 BLOCK E SIDE ( 255) 255 FT S/O SW DAWSON S ST                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/10 00:00:00+00,E,SDOT,INSVC,DISTRICT1, ,N,,-122.386854913704,47.5549661296329
1275743.40651916,244487.381038412,39,519317,16,13221,307.5,28,BKR-1810,BKR,UNIVERSITY WAY NE 0430 BLOCK W SIDE ( 287) 191 FT S/O NE 45TH ST                                                                                                                                                                                               ,SGL,2,N,PAINT,PCC,,SUFMT,GRN,OTHER,BKR-RLTYP,GOOD,2009/07/24 00:00:00+00,W,SDOT,INSVC,DISTRICT4, ,N,,-122.313259836265,47.6606391023535
1268772.42168002,227775.934173301,40,614498,16,7243,370,-33,BKR-3380,BKR,5TH AVE 0200 BLOCK NE SIDE ( 350) 35 FT SE/O LENORA ST                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,2014/03/26 00:00:00+00,SUFMT, , ,BKR-RLRCK,GOOD,2016/09/01 00:00:00+00,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.340214714139,47.6144626644805
1274455.23717384,224241.866137683,41,516978,16,1526,262,30,BKR-355,BKR,12TH AVE 0030 BLOCK W SIDE ( 249) 30 FT S/O E TERRACE ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,2005/11/23 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/23 00:00:00+00,W,SDOT,INSVC,DISTRICT3, ,N,,-122.316902524319,47.6050785617715
1273044.01016439,228006.421085536,42,517439,16,14632,123,34,BKR-909,BKR,E PINE ST 0070 BLOCK N SIDE ( 111) 111 FT E/O BOYLSTON AVE                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,2007/12/20 00:00:00+00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,2009/07/20 00:00:00+00,N,SDOT,INSVC,DISTRICT3, ,N,,-122.322917423987,47.6153223942871
1261019.28970408,249811.533875868,43,732733,16,1902,228,-36,BKR-4182,BKR,14TH AVE NW 0620 BLOCK E SIDE ( 215) 25 FT S/O NW 63RD ST                                                                                                                                                                                                      ,ONST,6,N,GALV,AC,, , , , , ,,E, , ,DISTRICT6, ,N,,-122.373430335905,47.6744403849546
1270339.22750562,225039.4469385,44,516872,16,6127,87,-29,BKR-1079,BKR,4TH AVE 0110 BLOCK NE SIDE (  62) 62 FT NW/O SPRING ST                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.333647218392,47.6070459638736
1266851.45623805,227779.307549298,45,516819,16,1016,89,-31,BKR-1546,BKR,1ST AVE 0240 BLOCK NE SIDE (  67) 67 FT NW/O BATTERY ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/20 00:00:00+00,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.348001788855,47.6143685318697
1274583.21605398,229179.405918732,46,646843,16,1549,372,-34,BKR-3734,BKR,12TH AVE 0180 BLOCK E SIDE ( 360) 40 FT S/O E DENNY WAY                                                                                                                                                                                                        ,SGL,2,N,GALV,UIMPRV,2016/05/13 00:00:00+00, , , , ,GOOD,2016/05/13 00:00:00+00,E, ,INSVC,DISTRICT3, ,N,,-122.316769630932,47.6186190235282
1273021.47845237,229719.312223285,47,517266,16,9380,54,17,BKR-1503,BKR,BOYLSTON AVE E 0020 BLOCK W SIDE (  24) 24 FT N/O E OLIVE E WAY                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/07/21 00:00:00+00,W,SDOT,INSVC,DISTRICT3, ,N,,-122.323143197284,47.620016191392
1260285.37629533,248885.105650917,48,518731,16,2106,84,30,BKR-246,BKR,15TH AVE NW 0590 BLOCK W SIDE (  61) 61 FT N/O NW 59TH ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC-PAD,2003/10/03 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/31 00:00:00+00,W,SDOT,INSVC,DISTRICT6, ,N,,-122.376333338472,47.6718608053692
1270326.99262561,221350.637206718,49,519351,16,12024,495,-34,BKR-2894,BKR,OCCIDENTAL AVE S 0050 BLOCK W SIDE ( 472) 472 FT S/O S KING W ST                                                                                                                                                                                               ,SGL,2,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/10/12 00:00:00+00,W,SDOT,INSVC,DISTRICT2, ,N,,-122.333405341434,47.596934396076
1259108.03319013,246699.86276868,50,758034,16,11331,73,-34,BKR-4289,BKR,LEARY AVE NW 0520 BLOCK NE SIDE (  50) 50 FT NW/O NW IONE PL                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT, , ,BKR-INVRU, ,,NE, ,PLANNED,DISTRICT6, ,N,,-122.380932678227,47.6658063954088
1282298.93894187,206187.900871187,51,760028,16,12388,438,-27,BKR-4349,BKR,RAINIER AVE S 0500 BLOCK SW SIDE ( 415) 45 FT NW/O 39TH N AVE S                                                                                                                                                                                                ,CLSTR,6,N,GALV,BR,2020/02/13 00:00:00+00,SUFMT, ,BKR-SPRTWK,BKR-TOFINO,GOOD,2020/02/18 00:00:00+00,SW, ,INSVC,DISTRICT2, ,N,,-122.283733374592,47.5560026541088
1268270.47582351,260212.590462506,52,519197,16,8982,38,39,BKR-2140,BKR,AURORA AVE N 1025 BLOCK W SIDE (  15) 15 FT N/O N 103RD S ST                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,POOR,2009/08/04 00:00:00+00,W,SDOT,INSVC,DISTRICT5, ,N,,-122.344832216354,47.7033432042853
1270138.12248142,228264.077789798,53,516835,16,8524,114,-25,BKR-2033,BKR,9TH AVE 0190 BLOCK NE SIDE (  91) 91 FT NW/O STEWART ST                                                                                                                                                                                                        ,SGL,2,N,PAINT,PCC,,STBS,BRN,OTHER, ,GOOD,,NE,SDOT,INSVC,DISTRICT7, ,N,,-122.334717313945,47.6158738230262
1270409.9872497,244891.181742817,54,519109,16,15549,35,28,BKR-2873,BKR,N 45TH ST 0190 BLOCK N SIDE (  22) 22 FT E/O BURKE AVE N                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,2009/08/13 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/08/21 00:00:00+00,N,SDOT,INSVC,DISTRICT4, ,N,,-122.334930574307,47.6614626866321
1258792.8681978,247170.170737162,55,518728,16,3016,147,29,BKR-988,BKR,20TH AVE NW 0520 BLOCK W SIDE ( 117) 117 FT N/O LEARY AVE NW                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,2009/03/25 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/07/31 00:00:00+00,W,SDOT,INSVC,DISTRICT6, ,N,,-122.382249892045,47.6670780950457
1271003.3791863,262190.263616532,56,667160,16,11826,90,-26,BKR-3864,BKR,MERIDIAN AVE N 1100 BLOCK E SIDE (  60) 60 FT N/O N NORTHGATE WAY                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,2017/01/26 00:00:00+00,SUFMT,NONE, ,BKR-INVRU,GOOD,2017/01/26 00:00:00+00,E, ,INSVC,DISTRICT5, ,N,,-122.333891756664,47.7089105295981
1275894.22047131,247487.599153489,57,518948,16,13226,118,-34,BKR-2614,BKR,UNIVERSITY WAY NE 0550 BLOCK E SIDE (  88) 88 FT N/O NE 55TH ST                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/08/17 00:00:00+00,E,SDOT,INSVC,DISTRICT4, ,N,,-122.312882005419,47.6688705849036
1268367.71025561,235598.069925308,58,614712,16,10087,711,31,BKR-3392,BKR,DEXTER AVE N 0170 BLOCK W SIDE ( 698) 20 FT S/O HOWE ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,2014/03/25 00:00:00+00,SUFMT, , ,BKR-RLRCK,GOOD,2016/09/01 00:00:00+00,W,SDOT,INSVC,DISTRICT7, ,N,,-122.342477129576,47.6358811037403
1258377.32419738,247796.126065791,59,517538,16,19233,216,-34,BKR-2357,BKR,NW MARKET ST 0202 BLOCK N SIDE ( 216) 161 FT E/O LEARY AVE NW                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/07/31 00:00:00+00,N,SDOT,INSVC,DISTRICT6, ,N,,-122.383987211473,47.6687708538391
1282639.83193421,199920.708736777,60,732589,16,20915,28,-17,BKR-4172,BKR,S MYRTLE ST 0400 BLOCK S SIDE (  15) 15 FT E/O M L KING JR ER WAY S                                                                                                                                                                                            ,ONST,6,Y,GALV,PCC,, , , , , ,,S, , ,DISTRICT2, ,N,,-122.281875347382,47.5388418471633
1263221.91530633,244523.306670442,61,614355,16,7927,18,17,BKR-3363,BKR,6TH AVE NW 0435 BLOCK W SIDE (   5) 5 FT N/O NW BRIGHT ST                                                                                                                                                                                                      ,ONST,6,Y,GALV,PCC,2014/03/06 00:00:00+00, , , , , ,,W,SDOT,INSVC,DISTRICT6, ,N,,-122.364064597203,47.6600661447667
1271763.50789109,221142.395542502,62,517015,16,7361,393,28,BKR-231,BKR,5TH AVE S 0070 BLOCK E SIDE ( 380) 189 FT N/O S DEARBORN ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,2006/06/15 00:00:00+00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,,E,SDOT,INSVC,DISTRICT2, ,N,,-122.327567842008,47.5964402223445
1274240.77726962,226915.166172415,63,630412,16,1380,42,-30.5,BKR-3527,BKR,11TH AVE 0110 BLOCK E SIDE (  10) 10 FT N/O E MADISON ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,2015/06/17 00:00:00+00, , , , , ,,E,SDOT, ,DISTRICT3, ,N,,-122.31798075346,47.6123946859038
1266175.38481335,240776.982442617,64,517417,16,15284,694,22,BKR-928,BKR,N 34TH ST 0040 BLOCK N SIDE ( 673) 117 FT W/O EVANSTON AVE N                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,2008/03/13 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,2009/07/29 00:00:00+00,N,SDOT,INSVC,DISTRICT6, ,N,,-122.351782013156,47.6499580614324
1256882.24253185,209303.681162387,65,518378,16,9552,561,-31,BKR-2106,BKR,CALIFORNIA AVE SW 0440 BLOCK W SIDE ( 561) 73 FT N/O SW OREGON ST                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,2009/08/04 00:00:00+00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,2009/08/07 00:00:00+00,W,SDOT,INSVC,DISTRICT1, ,N,,-122.386900324399,47.563183043958
1279219.86661872,262442.048576802,66,519284,16,11165,623,-34,BKR-2660,BKR,LAKE CITY WAY NE 1100 BLOCK E SIDE ( 600) 114 FT S/O NE NORTHGATE WAY                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,2009/08/17 00:00:00+00,E,SDOT,INSVC,DISTRICT5, ,N,,-122.30054402389,47.710034973192
